Username,Rating,Review,App,Sentiment
Pengguna Google,5,"Maaf,,Saya kasi bintang 1,disini banyak toko yg berdagang menipu..saya pesan 2 buah lem kaca..dan saya bayar 2 buah..setelah saya buka isi nya 1 buah..saya lakukan komplain sampai sekarang belum dibalas²..hati² lah buat kita semua untuk memilih toko diaplikasi shopee ini..untuk aplikasi ini agar dapat menyaring toko² yg dapat dipercaya..trmksh kepada toko /sailer yg sdh sering melakukan penipuan ya..semoga hasil dari perbuatan mu membuat sehat² dirimu dan klrgamu..",Shopee,Sangat Positif
Pengguna Google,3,jasa kirim nya sangat buruk paket tdk pernah tepat waktu,Shopee,Netral
Pengguna Google,5,mudah dan cepat,Shopee,Sangat Positif
Pengguna Google,5,sejauh ini selalu puas dengan shopee,Shopee,Sangat Positif
Pengguna Google,5,sangat mantap,Shopee,Sangat Positif
Pengguna Google,5,sangat puas,Shopee,Sangat Positif
Pengguna Google,5,tujuan belanja online yaa shopee semua yg dibutuhkan ada disini,Shopee,Sangat Positif
Pengguna Google,5,rekomendasi,Shopee,Sangat Positif
Pengguna Google,5,"Shopee is the best .update terus, banyak promosi dan ongkir gratis pastinya ,apalagi untuk Saya emak emak 😁 terus amanah yaa shopee kuu 🥰..",Shopee,Sangat Positif
Pengguna Google,1,tolong kembalikan jnt atau shopee buat pengiriman yang pakai asuransi sendiri. Ini paket saya sudah 5 hari masih di jakarta pakai ekspedisi JNE. posisi beli di jakarta yakali barang gak gerak sama sekali,Shopee,Sangat Negatif
Pengguna Google,3,tolong dong di benerin lagi aplikasi nya. saya setiap cek paket status masih di Depok/jakarta. tau2 pas sore paketnya Dateng ke rumah. ga sesuai bgt sama apa yg ada di aplikasi.,Shopee,Netral
Pengguna Google,5,Semoga makin sukses makin amanah,Shopee,Sangat Positif
Pengguna Google,4,cantumkan no TLP dr kurir,Shopee,Positif
Pengguna Google,5,sangat membantu,Shopee,Sangat Positif
Pengguna Google,2,sangat kecewa sekarang shopee tidak ada pengiriman Lewat JNT lagi padahal kalo pengiriman di spx di tempat saya itu lama banget saat barang sudah sampai di aplikasi TPI kalo di kurir nya gak di cht sampai² barang kena retur trus juga spx jauh banget dan pelayanan di tempat kami lama,Shopee,Negatif
Pengguna Google,5,Pelayanan baik. Ada gratis ongkir juga. Masa pengecekan barang relatif lama.,Shopee,Sangat Positif
Pengguna Google,5,emng shope enk bgt buat belanja mudah cepet dan asli proudknya bagus semua,Shopee,Sangat Positif
Pengguna Google,5,bagus buat belanja,Shopee,Sangat Positif
Pengguna Google,4,"makin ke sini setiap baru buka shopee kaya buka tito shop, langsung larinya ke video shop, kaya pertama kali itu loh buka shope ya ke beranda jangan langsung video, kita niat online shop bukan mantengin video, klo ada cara yg lain boleh kasih tau, intinya males tiap buka langsung video",Shopee,Positif
Pengguna Google,5,alhamdulillah belanja d Shopee penjual ny slalu amanah,Shopee,Sangat Positif
Pengguna Google,2,"Untuk fitur s pinjamnnya sekiranya belum siap untuk fitur pinjaman di hapus aja fiturnya, lama banget pengajuan kecil aja lama apalagi gede. Track record juga bagus hadew mana gak bisa di cancel lagi udah terlanjur badmood",Shopee,Negatif
Pengguna Google,5,Good Luck,Shopee,Sangat Positif
Pengguna Google,1,knp ini app selalu aktif sendiri setiap buka aplikasi lain,Shopee,Sangat Negatif
Pengguna Google,1,mau co lampu ae leren di angel'',Shopee,Sangat Negatif
Pengguna Google,5,ok keren trus jaya,Shopee,Sangat Positif
Pengguna Google,2,tlng jika ada customer return barang jika ada kendala permsalah di beritahu. dan apabila menanyakan ke permasalahan ke cs tlng di blz chatnya.,Shopee,Negatif
Pengguna Google,4,bintang yg bicara,Shopee,Positif
Pengguna Google,1,"Hallo Shopee, Siapa sih yang punya ide pengembalian barang langsung disetujui shopee ? Sangat merugikan banget ke penjual , Tolong shopee pecat saja yang punya kebijakan konyol ini !",Shopee,Sangat Negatif
Pengguna Google,2,suka ngeleg lemot g bisa cod bisa cod itu kadang¹ doang kata aku si jangan download shopee karena layanannya buruk kalo g percaya saya kasi Bukti¹ kalo shopee itu layanannya buruk di banding toktok dan lazada shopee selalu pura¹ bego supaya saya g bisa cod itu aja kalo yg pemarah Jagan chat shopee ya nanti malah makin dibuat emosi,Shopee,Negatif
Pengguna Google,1,buat pihak shopee. mohon di tinjau ulang untuk kasus2 pembelian yang dipending pengiriman oleh kurir ketika sampai ditempat tujuan dan tidak pernah sampai kepembeli. dan tiba2 setelah berputar 2 hari barang tersebut malah diretur ke penjual. disinilah kerugian seller karena barang yg diretur isi dalam pengirimannya kebanyakan sudah ditukar dengan barang lain.,Shopee,Sangat Negatif
Pengguna Google,4,aplikasi nya sudah mulai delay..mentok logo trus keluar sendiri,Shopee,Positif
Pengguna Google,5,shopee terbaik untuk belanja online,Shopee,Sangat Positif
Pengguna Google,5,alhamdulillah.. mempermudah buat belanja apa aja ada,Shopee,Sangat Positif
Pengguna Google,5,Payah ongkir mahal mahal meskipun pake gratis ongkir 0 rp,Shopee,Sangat Positif
Pengguna Google,5,gooood,Shopee,Sangat Positif
Pengguna Google,5,membantuuu banget,Shopee,Sangat Positif
Pengguna Google,5,pengiriman tepat waktu,Shopee,Sangat Positif
Pengguna Google,5,bagusssss bangetttt,Shopee,Sangat Positif
Pengguna Google,5,ke pihak perusahaan shopee minta bantuannya agar spaylatter segera dikembalikan,Shopee,Sangat Positif
Pengguna Google,1,pengiriman lambat sekali,Shopee,Sangat Negatif
Pengguna Google,5,sangat baik dan puas,Shopee,Sangat Positif
Pengguna Google,2,"Aplikasi Kikir! mau menggunakan Voucher garansi tepat Waktu pun Dikenakan Minimal Belanja, Udah Gitu Minimal Belanjanya Harus Di Atas 100 RB Untuk Voucher Yang cuma bernilai 10 RB, Padahal voucher itu bentuk tanggung jawab dan permintaan maaf Untuk Konsumen. benar benar kikir!",Shopee,Negatif
Pengguna Google,1,"Mengecewakan... Sistem Pembayaran Saja Di Anak Tiri Kan (COD), Saya Mesen Barang Dari 5 April 2025 Sampe Sekarang 10 April 2025 Barang Blm Sampe Kota Tujuan. (Molor Di Kota Orang) Ngontek Shopee Nya Overload Gara2 Sistem Pembayaran (COD). Yg Bikin Lucu Nya Harus Mengganti Sistem Pembayaran Yg Bisa Di Bantu Dari Pusat Dengan Mentransfer Pembayaran Tersebut Ke Rekening Orang Gudang Biar Paket Bisa Segera Di Proses Cepat Ke Kota Tujuan... ""Ada Permainan Gelap Yang Sedang Di Lakukan Kaya Nya""?👎👎👎",Shopee,Sangat Negatif
Pengguna Google,1,"Lebih baik ganti aja tempat belanja online, gua belanja di Shopee terus tapi pengajuan spaylater dan spinjam ditolak terus. Mendingan belanja di tempat lain aja",Shopee,Sangat Negatif
Pengguna Google,5,semua ada,Shopee,Sangat Positif
Pengguna Google,5,Gampang utk bertransaksi dan banyak promonya,Shopee,Sangat Positif
Pengguna Google,5,Disuruh like sama app,Shopee,Sangat Positif
Pengguna Google,1,"shopee kacau sekarang, pemesanan sama2 dijakarta 1 Minggu belum juga sampai,udah melebihi estimasi.bikin kapok konsumen",Shopee,Sangat Negatif
Pengguna Google,2,"saya lumayan di buat kecewa sama aplikasi ini, 3 kali saya pesan barang dan gaada yang sampai. barang udh sampai kota tujuan tapi kurir gamau antar di tunda sampai berhari"" dgn alasan yang ga masuk akal, di tanya ga respon dll. smpai barangnya saya suruh retur ke toko lagi alhasi gaada yang sampai!!! mending tik tok shop 3 hari udh sampai tujuan",Shopee,Negatif
Pengguna Google,5,Shopee belanja online tèrbaik menyediakan berbagai produk jangan ragu dan bimbang bagi yang hobi belanja online shopee temptanya terimakasih,Shopee,Sangat Positif
Pengguna Google,5,👍,Shopee,Sangat Positif
Pengguna Google,1,sy tidak suka sekali setiap membuka shopee langsung di alihkan ke shopee video & live.,Shopee,Sangat Negatif
Pengguna Google,5,sangat membantu sekali,Shopee,Sangat Positif
Pengguna Google,4,the best,Shopee,Positif
Pengguna Google,5,"Shoppe mantaaaaap 100%, bisa berbelanja dan barang barang terjamin original kualitasnya bagus, thanks seblomnya",Shopee,Sangat Positif
Pengguna Google,4,kenapa bintang 4 karana tidak ada yg sempurna kecuali allah,Shopee,Positif
Pengguna Google,5,top,Shopee,Sangat Positif
Pengguna Google,2,mantav ajalah,Shopee,Negatif
Pengguna Google,5,pokoknya 👍,Shopee,Sangat Positif
Pengguna Google,5,pemesanan di aplikasi Shopee tidak pernah terlambat/selalu tepat waktu trimakasih dengan ada nya aplikasi Shopee bisa mempermudah ibu ibu belanja online,Shopee,Sangat Positif
Pengguna Google,5,"BAGUS UNTUK BELANJA ONLINE.. UNTUK MENGHINDARI PENIPUAN, MOHON TOKO ONLINE YG TIDAK JELAS DI BLOKIR SAJA!!",Shopee,Sangat Positif
Pengguna Google,5,Saya baru memakai akun ini,Shopee,Sangat Positif
Pengguna Google,1,"ongkir tambah mahal semenjak tidak bekerjasama lagi dengan j&T belanja 50ribu, ongkir 60-100rbu gilaaaaa belum lagi pengiriman dari SPX luaaaaamaaaaaa estimasi pengiriman Skrang memakan waktu 7-10hari yg biasanya 3-5 hari, sangat kecewa! seharusnya jika ongkir (SPX) dinaikkan, layanan juga ditingkatkan.",Shopee,Sangat Negatif
Pengguna Google,5,sangat bermanfaat,Shopee,Sangat Positif
Pengguna Google,5,semoga barang2 si shopee kedepannya lebih berkwalitas tapi harga tetap terjangkau,Shopee,Sangat Positif
Pengguna Google,3,terlalu banyak iklan,Shopee,Netral
Pengguna Google,5,sippp,Shopee,Sangat Positif
Pengguna Google,5,creative,Shopee,Sangat Positif
Pengguna Google,1,Sistem sopee nya eror nggak pandang akun seenaknya sendiri batalkan pesanan . Php pelangan setia perlu perbaruan sistemnya sering mbatalin pesanan padahal akun lama sudah platinum pula . Tapi suka2nya batalin pesenan pelangan. Sering ngebug parah.,Shopee,Sangat Negatif
Pengguna Google,5,Makin kesini aplikasi makin ok,Shopee,Sangat Positif
Pengguna Google,1,mending jnt adain lagi aja soalnya shopee express itu lama menurut saya gak satset. payah.....!,Shopee,Sangat Negatif
Pengguna Google,5,alhamdulillah berkat ada Shopee lebih mudah kita pesan barang,Shopee,Sangat Positif
Pengguna Google,5,bagus bagus produknya,Shopee,Sangat Positif
Pengguna Google,5,loveit,Shopee,Sangat Positif
Pengguna Google,5,🙏,Shopee,Sangat Positif
Pengguna Google,5,keren,Shopee,Sangat Positif
Pengguna Google,5,dengan ada nya soppy sangat membantu kami untuk memenuhi kebutuhan apapun dan produk2nya cukup bagus dan terjangkau,Shopee,Sangat Positif
Pengguna Google,5,mantaps,Shopee,Sangat Positif
Pengguna Google,5,Mantapppp,Shopee,Sangat Positif
Pengguna Google,1,Apa aja ada dan murah,Shopee,Sangat Negatif
